IndicatorName,IndicatorCode,Location,LocationCode,Year,Disaggregation,NumericValue,DisplayValue,Comments
Adolescent birth rate (per 1000 women aged 10-14 years),MDG_0000000003,Zambia,ZMB,2017,AGEGROUP_YEARS10-14,2.899767637,2.9,Zambia 2018 Demographic and Health Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Afghanistan,AFG,2021,AGEGROUP_YEARS15-19,62,62,Afghanistan 2022-2023 Multiple Indicator Cluster Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,African Region,AFR,2024,AGEGROUP_YEARS15-19,90.458,90.46,
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Albania,ALB,2022,AGEGROUP_YEARS15-19,9.840000153,9.8,Registration Eurostat
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Algeria,DZA,2019,AGEGROUP_YEARS15-19,11,11,Registration National Statistics
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Andorra,AND,2020,AGEGROUP_YEARS15-19,0.511247456,0.5,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Antigua and Barbuda,ATG,2020,AGEGROUP_YEARS15-19,32.70595551,32.7,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Argentina,ARG,2022,AGEGROUP_YEARS15-19,25.75497627,25.8,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Armenia,ARM,2022,AGEGROUP_YEARS15-19,11.43282795,11.4,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Australia,AUS,2022,AGEGROUP_YEARS15-19,6.671024323,6.7,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Austria,AUT,2022,AGEGROUP_YEARS15-19,3.920000076,3.9,Registration Eurostat
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Azerbaijan,AZE,2022,AGEGROUP_YEARS15-19,37.29205322,37.3,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Bahrain,BHR,2020,AGEGROUP_YEARS15-19,7.168736935,7.2,Registration National Statistics
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Bangladesh,BGD,2023,AGEGROUP_YEARS15-19,71.15661621,71.2,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Belarus,BLR,2018,AGEGROUP_YEARS15-19,11.64999962,11.6,Registration Eurostat
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Belgium,BEL,2022,AGEGROUP_YEARS15-19,4.260000229,4.3,Registration Eurostat
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Belize,BLZ,2022,AGEGROUP_YEARS15-19,52.06435013,52.1,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Benin,BEN,2020,AGEGROUP_YEARS15-19,77.22821808,77.2,Benin 2021 Multiple Indicator Cluster Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Bhutan,BTN,2022,AGEGROUP_YEARS15-19,6.117908955,6.1,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Bolivia (Plurinational State of),BOL,2015,AGEGROUP_YEARS15-19,71,71,Bolivia 2016 Demographic and Health Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Bosnia and Herzegovina,BIH,2022,AGEGROUP_YEARS15-19,8.515681267,8.5,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Botswana,BWA,2019,AGEGROUP_YEARS15-19,48.09126282,48.1,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Brazil,BRA,2022,AGEGROUP_YEARS15-19,40.1729126,40.2,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Brunei Darussalam,BRN,2022,AGEGROUP_YEARS15-19,8.771028519,8.8,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Bulgaria,BGR,2022,AGEGROUP_YEARS15-19,36.77000046,36.8,Registration Eurostat
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Burkina Faso,BFA,2020,AGEGROUP_YEARS15-19,92.94425964,92.9,Burkina Faso 2021 Demographic and Health Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Burundi,BDI,2015,AGEGROUP_YEARS15-19,58.22233582,58.2,Burundi 2016 Demographic and Health Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Cabo Verde,CPV,2020,AGEGROUP_YEARS15-19,49.59446716,49.6,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Cambodia,KHM,2020,AGEGROUP_YEARS15-19,48.01000977,48,Cambodia 2021-2022 Demographic and Health Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Cameroon,CMR,2021,AGEGROUP_YEARS15-19,98.04733276,98,Cameroon 2022 Malaria Indicators Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Canada,CAN,2022,AGEGROUP_YEARS15-19,4.509175777,4.5,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Central African Republic,CAF,2018,AGEGROUP_YEARS15-19,184.3630524,184.4,Central African Republic 2018-2019 Multiple Indicator Cluster Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Chad,TCD,2018,AGEGROUP_YEARS15-19,138.4503479,138.5,Chad 2019 Multiple Indicator Cluster Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Chile,CHL,2023,AGEGROUP_YEARS15-19,6.347990036,6.3,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,China,CHN,2020,AGEGROUP_YEARS15-19,6.070000172,6.1,China 2020 Census
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,"China, Hong Kong SAR",HKG,2022,AGEGROUP_YEARS15-19,1.126983166,1.1,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,"China, Macao SAR",MAC,2022,AGEGROUP_YEARS15-19,0.278648555,0.3,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Colombia,COL,2023,AGEGROUP_YEARS15-19,39.38918304,39.4,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Comoros,COM,2017,AGEGROUP_YEARS15-19,74.36000061,74.4,Comoros 2017 Census
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Cook Islands,COK,2023,AGEGROUP_YEARS15-19,31.01957703,31,Registration National Statistics
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Costa Rica,CRI,2023,AGEGROUP_YEARS15-19,24.76751518,24.8,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Croatia,HRV,2023,AGEGROUP_YEARS15-19,6.675731182,6.7,Registration National Statistics
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Cuba,CUB,2022,AGEGROUP_YEARS15-19,48.60037994,48.6,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Cyprus,CYP,2022,AGEGROUP_YEARS15-19,7.880000114,7.9,Registration Eurostat
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Czechia,CZE,2022,AGEGROUP_YEARS15-19,7.199999809,7.2,Registration Eurostat
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Democratic Republic of the Congo,COD,2016,AGEGROUP_YEARS15-19,109.0036011,109,Democratic Republic of the Congo 2017-2018 Multiple Indicator Cluster Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Denmark,DNK,2022,AGEGROUP_YEARS15-19,1.169999957,1.2,Registration Eurostat
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Dominican Republic,DOM,2018,AGEGROUP_YEARS15-19,77.10849762,77.1,Dominican Republic 2019 Multiple Indicator Cluster Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Eastern Mediterranean Region,EMR,2024,AGEGROUP_YEARS15-19,43.475,43.48,
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Ecuador,ECU,2022,AGEGROUP_YEARS15-19,49.91312408,49.9,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Egypt,EGY,2022,AGEGROUP_YEARS15-19,37.11891556,37.1,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,El Salvador,SLV,2018,AGEGROUP_YEARS15-19,50.21312332,50.2,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Estonia,EST,2022,AGEGROUP_YEARS15-19,5.110000134,5.1,Registration Eurostat
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Ethiopia,ETH,2017,AGEGROUP_YEARS15-19,72.41518402,72.4,Ethiopia 2019 Demographic and Health Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,European Region,EUR,2024,AGEGROUP_YEARS15-19,11.332,11.33,
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Fiji,FJI,2019,AGEGROUP_YEARS15-19,31.04797745,31,Fiji 2021 Multiple Indicator Cluster Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Finland,FIN,2022,AGEGROUP_YEARS15-19,3.269999981,3.3,Registration Eurostat
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,France,FRA,2023,AGEGROUP_YEARS15-19,3.460000038,3.5,Registration National Statistics
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Gabon,GAB,2019,AGEGROUP_YEARS15-19,100.0685425,100.1,Gabon 2019-2021 Demographic and Health Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Gambia,GMB,2018,AGEGROUP_YEARS15-19,64.78458405,64.8,Gambia 2019-2020 Demographic and Health Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Georgia,GEO,2022,AGEGROUP_YEARS15-19,21.81999969,21.8,Registration Eurostat
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Germany,DEU,2022,AGEGROUP_YEARS15-19,5.869999886,5.9,Registration Eurostat
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Ghana,GHA,2021,AGEGROUP_YEARS15-19,63,63,Ghana 2022 Demographic and Health Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Global,GLOBAL,2024,AGEGROUP_YEARS15-19,38.315,38.32,
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Greece,GRC,2022,AGEGROUP_YEARS15-19,7.389999866,7.4,Registration Eurostat
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Grenada,GRD,2018,AGEGROUP_YEARS15-19,31.42753792,31.4,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Guatemala,GTM,2023,AGEGROUP_YEARS15-19,57.58930588,57.6,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Guinea,GIN,2020,AGEGROUP_YEARS15-19,127.6287918,127.6,Guinea 2021 Malaria Indicators Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Guinea-Bissau,GNB,2017,AGEGROUP_YEARS15-19,84.46233368,84.5,Guinea-Bissau 2018-2019 Multiple Indicator Cluster Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Guyana,GUY,2018,AGEGROUP_YEARS15-19,64.88343048,64.9,Guyana 2019-2020 Multiple Indicator Cluster Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Haiti,HTI,2015,AGEGROUP_YEARS15-19,54.82001495,54.8,Haiti 2016-2017 Demographic and Health Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Honduras,HND,2018,AGEGROUP_YEARS15-19,97.05464172,97.1,Honduras 2019 Multiple Indicator Cluster Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Hungary,HUN,2022,AGEGROUP_YEARS15-19,16.69000053,16.7,Registration Eurostat
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Iceland,ISL,2022,AGEGROUP_YEARS15-19,3.079999924,3.1,Registration Eurostat
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,India,IND,2020,AGEGROUP_YEARS15-19,11.30000019,11.3,India Sample Registration System
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Indonesia,IDN,2016,AGEGROUP_YEARS15-19,36.10983276,36.1,Indonesia 2017 Demographic and Health Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Iran (Islamic Republic of),IRN,2021,AGEGROUP_YEARS15-19,23.44363213,23.4,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Iraq,IRQ,2016,AGEGROUP_YEARS15-19,69.98843384,70,Iraq 2018 Multiple Indicator Cluster Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Ireland,IRL,2022,AGEGROUP_YEARS15-19,3.289999962,3.3,Registration Eurostat
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Israel,ISR,2022,AGEGROUP_YEARS15-19,6.156566143,6.2,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Italy,ITA,2022,AGEGROUP_YEARS15-19,2.789999962,2.8,Registration Eurostat
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Jamaica,JAM,2018,AGEGROUP_YEARS15-19,34.76377869,34.8,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Japan,JPN,2022,AGEGROUP_YEARS15-19,1.700000048,1.7,Registration National Statistics
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Jordan,JOR,2021,AGEGROUP_YEARS15-19,17,17,Jordan 2023 Demographic and Health Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Kazakhstan,KAZ,2023,AGEGROUP_YEARS15-19,17.17778015,17.2,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Kenya,KEN,2023,AGEGROUP_YEARS15-19,45.80979156,45.8,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Kiribati,KIR,2017,AGEGROUP_YEARS15-19,50.64375305,50.6,Kiribati 2018-2019 Multiple Indicator Cluster Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Kuwait,KWT,2023,AGEGROUP_YEARS15-19,0.443804234,0.4,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Kyrgyzstan,KGZ,2023,AGEGROUP_YEARS15-19,29.0202713,29,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Lao People's Democratic Republic,LAO,2022,AGEGROUP_YEARS15-19,89,89,Lao People's Democratic Republic 2023 Multiple Indicator Cluster Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Latvia,LVA,2022,AGEGROUP_YEARS15-19,8.739999771,8.7,Registration Eurostat
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Lesotho,LSO,2022,AGEGROUP_YEARS15-19,53.21905899,53.2,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Liberia,LBR,2021,AGEGROUP_YEARS15-19,130.8181915,130.8,Liberia 2022 Malaria Indicators Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Lithuania,LTU,2022,AGEGROUP_YEARS15-19,6.010000229,6,Registration Eurostat
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Luxembourg,LUX,2022,AGEGROUP_YEARS15-19,2.839999914,2.8,Registration Eurostat
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Madagascar,MDG,2019,AGEGROUP_YEARS15-19,143.014328,143,Madagascar 2021 Demographic and Health Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Malawi,MWI,2018,AGEGROUP_YEARS15-19,135.6278229,135.6,Malawi 2019-2020 Multiple Indicator Cluster Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Malaysia,MYS,2022,AGEGROUP_YEARS15-19,6,6,0
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Maldives,MDV,2021,AGEGROUP_YEARS15-19,8.344079971,8.3,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Mali,MLI,2020,AGEGROUP_YEARS15-19,144.7504578,144.8,Mali 2021 Malaria Indicators Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Malta,MLT,2022,AGEGROUP_YEARS15-19,10.06999969,10.1,Registration Eurostat
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Mauritania,MRT,2019,AGEGROUP_YEARS15-19,89.64083862,89.6,Mauritania 2019-2021 Demographic and Health Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Mauritius,MUS,2023,AGEGROUP_YEARS15-19,20.79951286,20.8,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Mexico,MEX,2021,AGEGROUP_YEARS15-19,39.87670898,39.9,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Mongolia,MNG,2023,AGEGROUP_YEARS15-19,16.9978714,17,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Montenegro,MNE,2022,AGEGROUP_YEARS15-19,8.710000038,8.7,Registration Eurostat
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Morocco,MAR,2018,AGEGROUP_YEARS15-19,21.78554153,21.8,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Mozambique,MOZ,2021,AGEGROUP_YEARS15-19,158,158,Mozambique 2022-2023 Demographic and Health Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Namibia,NAM,2021,AGEGROUP_YEARS15-19,22.36955261,22.4,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Nauru,NRU,2021,AGEGROUP_YEARS15-19,56.11222458,56.1,Nauru 2021 Census
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Nepal,NPL,2020,AGEGROUP_YEARS15-19,71.21970367,71.2,Nepal 2022 Demographic and Health Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Netherlands (Kingdom of the),NLD,2022,AGEGROUP_YEARS15-19,2.150000095,2.2,Registration Eurostat
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,New Zealand,NZL,2023,AGEGROUP_YEARS15-19,11.0268259,11,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Nicaragua,NIC,2023,AGEGROUP_YEARS15-19,71.28353882,71.3,Registration National Statistics & WPP2024
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Niger,NER,2020,AGEGROUP_YEARS15-19,150.3286438,150.3,Niger 2021 Malaria Indicator Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Nigeria,NGA,2020,AGEGROUP_YEARS15-19,74.62902832,74.6,Nigeria 2021 Multiple Indicator Cluster Survey
Adolescent birth rate (per 1000 women aged 15-19 years),MDG_0000000003,Niue,NIU,2022,AGEGROUP_YEARS15-19,0,0,Registration National Statistics
